ID,past_0_29,past_30_59,past_60_89,past_90_119,past_120_149,past_150_plus,paid_off_month,no_loan_month,total_months,never_had_loan
5062199,1,,,,,,36,,37,0
5062201,1,,,,,,49,8,58,0
5062205,4,,,,,,,29,33,0
5062206,15,,,,,,,8,23,0
5062208,14,,,,,,,35,49,0
5062209,23,,,,,,,22,45,0
5062210,6,,,,,,,3,9,0
5062211,9,,,,,,,4,13,0
5062212,3,,,,,,56,,59,0
5062213,16,2,,,,,23,3,44,0
5062214,8,,,,,,,14,22,0
5062215,4,,,,,,56,,60,0
5062217,24,1,,,,,,2,27,0
5062218,24,1,,,,,,2,27,0
5062219,16,,,,,,12,,28,0
5062220,7,,,,,,,,7,0
5062221,10,,,,,,26,2,38,0
5062222,4,,,,,,33,2,39,0
5062223,15,,,,,,,22,37,0
5062224,9,,,,,,20,,29,0
5062225,1,,,,,,17,,18,0
5062226,6,6,,,,,8,,20,0
5062227,4,2,,,,,28,,34,0
5062232,6,,,,,,30,,36,0
5062233,1,,,,,,41,,42,0
5062234,1,,,,,,,52,53,0
5062236,5,2,,,,,50,1,58,0
5062237,,,,,,,41,1,42,0
5062240,3,,,,,,,31,34,0
5062241,6,,,,,,30,,36,0
5062242,8,,,,,,29,3,40,0
5062243,1,,,,,,23,10,34,0
5062244,30,,,,,,,,30,0
5062245,2,,,,,,,,2,0
5062246,8,,,,,,,9,17,0
5062247,20,2,,,,,,1,23,0
5062248,6,,,,,,20,,26,0
5062249,1,,,,,,30,,31,0
5062250,3,,,,,,32,,35,0
5062251,6,,,,,,29,,35,0
5062252,5,1,,,,,51,,57,0
5062254,13,,,,,,43,,56,0
5062255,6,,,,,,13,,19,0
5062256,15,,,,,,4,2,21,0
5062257,4,,,,,,30,1,35,0
5062259,1,,,,,,11,,12,0
5062260,13,,,,,,24,,37,0
5062265,21,,,,,,,11,32,0
5062266,23,,,,,,,24,47,0
5062267,44,,,,,,,3,47,0
5062268,6,,,,,,,2,8,0
5062270,21,2,,,,,,35,58,0
5062271,8,,,,,,,,8,0
5062272,17,,,,,,,,17,0
5062273,13,,,,,,17,,30,0
5062274,,,,,,,,34,34,1
5062278,30,,,,,,,17,47,0
5062279,5,,,,,,13,,18,0
5062280,4,,,,,,33,1,38,0
5062281,15,,,,,,,1,16,0
5062282,18,,,,,,,1,19,0
5062283,2,,,,,,3,,5,0
5062284,4,,,,,,10,4,18,0
5062285,4,,,,,,18,,22,0
5062286,8,,,,,,,6,14,0
5062287,26,,,,,,,,26,0
5062288,4,,,,,,9,,13,0
5062290,17,,,,,,4,,21,0
5062291,18,,,,,,29,,47,0
5062292,4,,,,,,26,,30,0
5062293,10,,,,,,34,14,58,0
5062294,34,,,,,,24,1,59,0
5062295,2,,,,,,4,1,7,0
5062296,2,,,,,,,1,3,0
5062297,5,,,,,,32,1,38,0
5062298,1,,,,,,,33,34,0
5062299,10,,,,,,21,1,32,0
5062300,10,,,,,,15,2,27,0
5062301,10,,,,,,10,1,21,0
5062302,5,,,,,,,1,6,0
5062303,12,,,,,,,,12,0
5062304,9,,,,,,7,,16,0
5062305,3,,,,,,35,,38,0
5062306,3,,,,,,35,,38,0
5062307,14,,,,,,16,1,31,0
5062308,1,,,,,,16,18,35,0
5062309,28,,,,,,,2,30,0
5062310,5,1,,,,,,1,7,0
5062311,1,,,,,,,,1,0
5062312,,,,,,,2,,2,0
5062313,,,,,,,2,,2,0
5062314,,,,,,,3,,3,0
5062315,9,1,,,,,,,10,0
5062316,13,,,,,,18,,31,0
5062317,4,,,,,,,1,5,0
5062318,5,5,,,,,,1,11,0
5062319,17,2,,,,,,,19,0
5062320,1,,,,,,23,,24,0
5062321,5,,,,,,27,,32,0
5062322,1,,,,,,40,,41,0
5062323,11,1,,,,,48,,60,0
5062326,7,,,,,,12,4,23,0
5062327,8,1,,,,,,2,11,0
5062328,8,,,,,,29,,37,0
5062329,11,,,,,,39,,50,0
5062330,10,,,,,,,,10,0
5062331,23,,,,,,5,7,35,0
5062332,11,,,,,,39,,50,0
5062333,4,1,,,,,26,1,32,0
5062334,6,,,,,,15,,21,0
5062335,8,1,,,,,1,1,11,0
5062336,7,,,,,,32,,39,0
5062337,8,,,,,,42,,50,0
5062338,7,,,,,,42,1,50,0
5062339,13,1,,,,,20,2,36,0
5062341,12,,,,,,9,,21,0
5062342,12,1,,,,,,,13,0
5062343,,,,,,,8,1,9,0
5062345,12,,,,,,15,1,28,0
5062346,12,,,,,,,2,14,0
5062347,22,,,,,,,1,23,0
5062348,13,,,,,,,14,27,0
5062349,8,,,,,,,,8,0
5062350,23,16,,,,,,,39,0
5062351,5,,,,,,,,5,0
5062353,6,1,,,,,,7,14,0
5062356,1,,,,,,24,,25,0
5062358,25,3,,,,,,30,58,0
5062359,15,1,,,,,,13,29,0
5062362,12,,,,,,11,,23,0
5062363,2,,,,,,28,1,31,0
5062364,3,,,,,,,30,33,0
5062365,18,,,,,,,1,19,0
5062366,23,1,,,,,,1,25,0
5062367,,,,,,,5,48,53,0
5062368,8,,,,,,,,8,0
5062369,1,,,,,,17,,18,0
5062370,7,,,,,,24,,31,0
5062371,9,,,,,,39,,48,0
5062374,4,,,,,,,,4,0
5062375,13,,,,,,,,13,0
5062380,1,,,,,,5,,6,0
5062381,8,,,,,,15,,23,0
5062382,12,,,,,,4,,16,0
5062387,3,,,,,,,,3,0
5062388,4,,,,,,7,,11,0
5062389,18,,,,,,,,18,0
5062390,17,,,,,,3,,20,0
5062391,21,,,,,,16,,37,0
5062392,25,,,,,,20,,45,0
5062394,2,,,,,,,,2,0
5062396,3,,,,,,9,5,17,0
5062397,5,,,,,,18,1,24,0
5062398,15,,,,,,,9,24,0
5062399,5,,,,,,,,5,0
5062400,35,,,,,,15,,50,0
5062401,10,,,,,,15,1,26,0
5062402,6,,,,,,16,4,26,0
5062403,3,,,,,,48,,51,0
5062404,11,,,,,,,6,17,0
5062405,2,,,,,,48,1,51,0
5062406,1,,,,,,,46,47,0
5062407,4,,,,,,12,3,19,0
5062408,7,,,,,,11,10,28,0
5062409,6,,,,,,19,10,35,0
5062410,,,,,,,43,16,59,0
5062411,23,,,,,,,,23,0
5062413,5,,,,,,,1,6,0
5062414,9,,,,,,6,,15,0
5062415,8,,,,,,23,,31,0
5062416,9,,,,,,33,,42,0
5062417,17,,,,,,43,,60,0
5062418,7,,,,,,12,,19,0
5062419,5,,,,,,25,,30,0
5062420,4,,,,,,29,,33,0
5062421,20,,,,,,41,,61,0
5062424,14,,,,,,,25,39,0
5062425,13,,,,,,19,7,39,0
5062426,14,,,,,,33,4,51,0
5062427,10,,,,,,,4,14,0
5062428,2,,,,,,28,1,31,0
5062435,16,,,,,,28,1,45,0
5062436,16,,,,,,13,,29,0
5062438,9,,,,,,,1,10,0
5062439,31,,,,,,,6,37,0
5062440,4,,,,,,32,,36,0
5062441,2,,,,,,37,,39,0
5062443,6,1,,,,,38,,45,0
5062444,17,3,1,1,,,32,2,56,0
5062445,5,1,,,,,38,1,45,0
5062446,7,,,,,,10,,17,0
5062447,22,,,,,,9,3,34,0
5062448,12,,,,,,25,,37,0
5062451,3,,,,,,,,3,0
5062452,5,1,,,,,,1,7,0
5062453,12,,,,,,26,,38,0
5062454,6,,,,,,54,,60,0
5062456,5,,,,,,11,20,36,0
5062457,10,2,,,,,,1,13,0
5062458,19,,,,,,,1,20,0
5062459,30,1,,,,,,1,32,0
5062460,24,,,,,,,13,37,0
5062461,14,2,,,,,,,16,0
5062462,,,,,,,36,,36,0
5062465,19,,,,,,5,,24,0
5062466,6,1,,,,,26,,33,0
5062467,6,,,,,,34,,40,0
5062468,20,3,,,,,26,3,52,0
5062469,7,,,,,,53,,60,0
5062471,36,,,,,,14,,50,0
5062472,10,,,,,,3,,13,0
5062473,7,,,,,,40,,47,0
5062474,7,,,,,,40,,47,0
5062475,27,1,,,,,,32,60,0
5062478,2,,,,,,6,,8,0
5062479,15,,,,,,8,,23,0
5062480,12,,,,,,17,,29,0
5062481,12,,,,,,28,,40,0
5062483,3,,,,,,22,3,28,0
5062484,13,2,,,,,,8,23,0
5062485,8,2,1,,,,,6,17,0
5062488,22,,,,,,,15,37,0
5062489,3,,,,,,16,,19,0
5062490,4,1,,,,,37,2,44,0
5062491,7,,,,,,3,2,12,0
5062492,1,,,,,,,11,12,0
5062493,1,,,,,,,30,31,0
5062494,1,,,,,,,1,2,0
5062495,3,,,,,,16,,19,0
5062496,25,,,,,,,,25,0
5062497,7,,,,,,29,1,37,0
5062500,5,,,,,,44,,49,0
5062501,5,,,,,,7,,12,0
5062502,4,,,,,,13,,17,0
5062503,2,,,,,,25,,27,0
5062504,1,,,,,,29,1,31,0
5062505,7,,,,,,,14,21,0
5062506,12,1,,,,,,,13,0
5062507,33,,,,,,,1,34,0
5062508,12,,,,,,,,12,0
5062510,1,,,,,,25,,26,0
5062511,18,,,,,,38,1,57,0
5062514,3,,,,,,14,,17,0
5062515,4,,,,,,13,3,20,0
5062516,6,,,,,,33,,39,0
5062517,8,,,,,,43,,51,0
5062518,4,,,,,,38,2,44,0
5062519,9,,,,,,,,9,0
5062520,9,,,,,,,,9,0
5062521,7,,,,,,,,7,0
5062522,15,,,,,,39,,54,0
5062523,7,,,,,,43,1,51,0
5062525,5,,,,,,32,1,38,0
5062526,13,,,,,,16,,29,0
5062527,1,,,,,,13,,14,0
5062528,12,,,,,,22,,34,0
5062531,35,1,,,,,9,,45,0
5062532,6,,,,,,16,,22,0
5062533,5,,,,,,22,,27,0
5062534,6,2,,,,,,36,44,0
5062535,2,,,,,,46,,48,0
5062536,7,,,,,,,,7,0
5062537,5,,,,,,13,,18,0
5062538,,,,,,,,1,1,1
5062539,7,,,,,,,,7,0
5062540,,,,,,,41,,41,0
5062542,15,,,,,,45,,60,0
5062544,4,,,,,,24,,28,0
5062547,4,,,,,,30,,34,0
5062548,6,1,,,,,36,,43,0
5062550,2,,,,,,,1,3,0
5062551,24,1,,,,,,22,47,0
5062552,2,,,,,,,1,3,0
5062553,3,,,,,,1,,4,0
5062554,6,,,,,,2,,8,0
5062555,6,,,,,,5,,11,0
5062556,10,,,,,,4,,14,0
5062557,22,,,,,,9,,31,0
5062558,12,,,,,,24,,36,0
5062560,3,,,,,,21,4,28,0
5062561,16,1,,,,,26,1,44,0
5062562,8,,,,,,,10,18,0
5062563,32,,,,,,,1,33,0
5062564,,,,,,,38,16,54,0
5062565,8,,,,,,,46,54,0
5062566,13,,,,,,38,1,52,0
5062568,13,1,,,,,25,,39,0
5062569,11,,,,,,6,1,18,0
5062573,6,,,,,,54,,60,0
5062574,14,,,,,,16,14,44,0
5062576,17,1,,,,,,27,45,0
5062577,26,,,,,,,,26,0
5062578,5,,,,,,54,1,60,0
5062582,4,,,,,,34,17,55,0
5062583,22,,,,,,1,,23,0
5062584,2,,,,,,,,2,0
5062585,19,,,,,,,,19,0
5062586,8,,,,,,,14,22,0
5062587,4,,,,,,,2,6,0
5062590,,,,,,,,27,27,1
5062591,,,,,,,,29,29,1
5062592,,,,,,,,26,26,1
5062593,5,,,,,,2,1,8,0
5062594,24,3,1,,,,,,28,0
5062595,,,,,,,,28,28,1
5062596,,,,,,,,9,9,1
5062599,7,,,,,,27,,34,0
5062600,,,,,,,38,,38,0
5062601,16,,,,,,41,,57,0
5062602,8,,,,,,,7,15,0
5062604,1,,,,,,,55,56,0
5062605,12,,,,,,30,5,47,0
5062606,,,,,,,12,7,19,0
5062607,8,,,,,,14,1,23,0
5062608,16,,,,,,41,,57,0
5062609,2,,,,,,,1,3,0
5062610,2,,,,,,,2,4,0
5062611,2,,,,,,,2,4,0
5062612,2,,,,,,,2,4,0
5062613,2,,,,,,,2,4,0
5062614,2,,,,,,,2,4,0
5062615,,,,,,,12,16,28,0
5062617,22,1,,,,,,1,24,0
5062618,12,,,,,,48,1,61,0
5062619,,,,,,,,12,12,1
5062621,,,,,,,,15,15,1
5062622,2,,,,,,29,,31,0
5062623,,,,,,,,31,31,1
5062625,,,,,,,,47,47,1
5062626,,,,,,,,47,47,1
5062628,,,,,,,,33,33,1
5062629,,,,,,,,2,2,1
5062630,10,,,,,,3,,13,0
5062631,,,,,,,,10,10,1
5062632,9,,,,,,34,1,44,0
5062635,11,,,,,,,14,25,0
5062636,,,,,,,14,17,31,0
5062637,11,,,,,,19,,30,0
5062639,,,,,,,12,17,29,0
5062640,4,,,,,,14,1,19,0
5062645,12,,,,,,,13,25,0
5062646,11,,,,,,,4,15,0
5062649,18,1,,,,,15,10,44,0
5062651,21,,,,,,13,,34,0
5062652,10,,,,,,,1,11,0
5062653,16,3,,,,,,1,20,0
5062654,24,,,,,,17,,41,0
5062655,7,,,,,,10,1,18,0
5062656,2,,,,,,16,2,20,0
5062657,8,,,,,,25,1,34,0
5062658,10,,,,,,,2,12,0
5062659,8,,,,,,,1,9,0
5062660,9,,,,,,,1,10,0
5062661,12,,,,,,,13,25,0
5062662,12,,,,,,,29,41,0
5062663,16,,,,,,,1,17,0
5062668,16,,,,,,32,,48,0
5062669,11,,,,,,30,,41,0
5062670,1,,,,,,,36,37,0
5062671,6,,,,,,,5,11,0
5062672,14,,,,,,7,,21,0
5062673,7,,,,,,10,,17,0
5062674,8,1,,,,,38,,47,0
5062676,24,,,,,,32,,56,0
5062678,12,,,,,,15,,27,0
5062679,5,,,,,,36,,41,0
5062680,3,,,,,,,4,7,0
5062683,,,,,,,,15,15,1
5062685,42,1,,,,,,11,54,0
5062686,7,2,,,,,25,,34,0
5062687,10,,,,,,,11,21,0
5062688,6,1,,,,,,10,17,0
5062689,5,,,,,,,2,7,0
5062690,12,1,,,,,,,13,0
5062691,20,1,,,,,,2,23,0
5062692,5,1,,,,,,10,16,0
5062693,,,,,,,,6,6,1
5062694,2,,,,,,28,,30,0
5062695,2,,,,,,12,,14,0
5062696,5,,,,,,,11,16,0
5062697,5,,,,,,,11,16,0
5062698,2,,,,,,,29,31,0
5062699,14,,,,,,,,14,0
5062702,5,,,,,,,11,16,0
5062704,2,,,,,,27,1,30,0
5062705,18,1,,,,,9,2,30,0
5062706,2,,,,,,21,,23,0
5062707,5,,,,,,,11,16,0
5062708,3,,,,,,,11,14,0
5062709,,,,,,,,6,6,1
5062710,16,,,,,,,,16,0
5062711,2,,,,,,29,,31,0
5062712,5,,,,,,,11,16,0
5062713,5,,,,,,,11,16,0
5062714,2,,,,,,28,,30,0
5062717,22,,,,,,,10,32,0
5062719,22,,,,,,,10,32,0
5062720,22,,,,,,,10,32,0
5062721,20,,,,,,11,,31,0
5062723,28,,,,,,,1,29,0
5062726,13,,,,,,,1,14,0
5062727,18,1,,,,,36,,55,0
5062734,6,,,,,,4,,10,0
5062735,11,,,,,,,,11,0
5062736,3,,,,,,,14,17,0
5062737,,,,,,,,23,23,1
5062738,3,,,,,,,14,17,0
5062739,8,,,,,,,,8,0
5062740,17,,,,,,,1,18,0
5062741,16,,,,,,28,3,47,0
5062743,20,,,,,,,,20,0
5062744,10,,,,,,,1,11,0
5062745,17,,,,,,,1,18,0
5062747,15,,,,,,,1,16,0
5062748,7,,,,,,38,,45,0
5062749,7,,,,,,9,,16,0
5062750,5,,,,,,,1,6,0
5062751,12,,,,,,12,,24,0
5062754,5,1,,,,,,7,13,0
5062755,1,,,,,,8,1,10,0
5062756,1,,,,,,19,1,21,0
5065313,19,2,1,1,1,6,19,,49,0
5065314,19,2,1,1,1,6,31,,61,0
5065315,,,,,,,6,15,21,0
5065316,19,2,1,1,1,6,10,,40,0
5065320,3,,,,,,12,1,16,0
5065321,,,,,,,,3,3,1
5065322,3,,,,,,,5,8,0
5065323,3,,,,,,,4,7,0
5065329,6,3,,,,,33,,42,0
5065333,38,,,,,,3,1,42,0
5065334,11,,,,,,4,,15,0
5065335,11,,,,,,3,1,15,0
5065336,6,,,,,,,7,13,0
5065337,22,1,,,,,,19,42,0
5065338,6,,,,,,5,,11,0
5065339,11,,,,,,,,11,0
5065341,17,,,,,,7,1,25,0
5065342,15,,,,,,,1,16,0
5065343,15,,,,,,,1,16,0
5065344,,,,,,,,28,28,1
5065345,15,,,,,,,1,16,0
5065346,15,,,,,,,,15,0
5065348,1,,1,1,1,,46,7,57,0
5065349,,,,,,,,48,48,1
5065350,11,,,,,,1,,12,0
5065351,6,,,,,,3,,9,0
5065352,8,,,,,,,1,9,0
5065354,8,,,,,,10,1,19,0
5065355,10,,,,,,43,,53,0
5065356,8,,,,,,39,1,48,0
5065357,8,,,,,,34,1,43,0
5065358,3,,,,,,6,,9,0
5065359,10,,,,,,7,,17,0
5065360,5,1,,,,,13,4,23,0
5065361,18,,,,,,,1,19,0
5065362,5,,,,,,19,,24,0
5065363,4,,,,,,23,,27,0
5065364,10,,,,,,7,,17,0
5065365,11,,,,,,,,11,0
5065366,3,,,,,,5,,8,0
5065367,3,,,,,,8,,11,0
5065368,3,,,,,,,,3,0
5065369,18,,,,,,,1,19,0
5065370,20,,,,,,,3,23,0
5065371,3,,,,,,,7,10,0
5065372,16,,,,,,,21,37,0
5065373,1,,,,,,8,,9,0
5065374,3,,,,,,,1,4,0
5065375,1,,,,,,8,,9,0
5065376,9,8,1,1,1,2,19,8,49,0
5065377,6,,,,,,,,6,0
5065379,31,,,,,,,7,38,0
5065380,31,,,,,,2,7,40,0
5065381,2,,,,,,,1,3,0
5065383,17,,,,,,,2,19,0
5065384,36,,,,,,,,36,0
5065385,,,,,,,,54,54,1
5065387,13,,,,,,,,13,0
5065389,8,2,,,,,37,,47,0
5065390,16,3,,,,,,,19,0
5065391,8,,,,,,,,8,0
5065392,4,,,,,,,,4,0
5065395,,,,,,,,14,14,1
5065396,7,,,,,,3,,10,0
5065397,6,,,,,,5,,11,0
5065398,,,,,,,,3,3,1
5065399,,,,,,,,3,3,1
5065400,10,,,,,,7,,17,0
5065402,,,,,,,,5,5,1
5065403,,,,,,,,5,5,1
5065404,1,,,,,,,48,49,0
5065405,1,,,,,,,48,49,0
5065406,,,,,,,,5,5,1
5065407,4,,,,,,2,,6,0
5065408,4,,,,,,7,,11,0
5065411,1,,,,,,,,1,0
5065412,8,,,,,,31,,39,0
5065413,,,,,,,,21,21,1
5065414,33,,,,,,,,33,0
5065415,4,,,,,,40,3,47,0
5065416,38,,,,,,,,38,0
5065418,6,,,,,,23,,29,0
5065419,11,13,,,,,22,,46,0
5065420,6,,,,,,17,,23,0
5065421,6,,,,,,6,,12,0
5065422,,,,,,,,2,2,1
5065423,6,,,,,,23,,29,0
5065424,4,,,,,,,6,10,0
5065425,7,,,,,,,8,15,0
5065426,6,,,,,,,8,14,0
5065427,6,,,,,,,8,14,0
5065428,6,,,,,,,8,14,0
5065429,12,,,,,,,10,22,0
5065430,2,,,,,,,4,6,0
5065432,2,,,,,,,3,5,0
5065435,2,,,,,,,4,6,0
5065436,23,,,,,,,8,31,0
5065437,,,,,,,20,2,22,0
5065438,3,,,,,,52,,55,0
5065439,,,,,,,,4,4,1
5065441,3,,,,,,6,20,29,0
5065442,23,,,,,,,8,31,0
5065443,2,,,,,,,3,5,0
5065444,23,,,,,,,8,31,0
5065446,31,,,,,,,7,38,0
5065447,30,,,,,,,7,37,0
5065451,34,,,,,,,4,38,0
5065452,4,,,,,,11,30,45,0
5065454,,,,,,,33,12,45,0
5065456,10,,,,,,13,,23,0
5065457,4,,,,,,,1,5,0
5065460,4,,,,,,,1,5,0
5065461,4,,,,,,,1,5,0
5065462,8,3,2,1,1,4,,36,55,0
5065465,10,,,,,,39,,49,0
5065471,4,,,,,,,6,10,0
5065472,8,,,,,,,6,14,0
5065473,4,,,,,,,6,10,0
5065474,3,,,,,,6,,9,0
5065475,4,,,,,,,6,10,0
5065477,16,,,,,,,13,29,0
5065478,16,,,,,,,13,29,0
5065479,,,,,,,,25,25,1
5065480,16,,,,,,,13,29,0
5065484,17,,,,,,,1,18,0
5065485,9,,,,,,19,,28,0
5065486,2,,,,,,,5,7,0
5065487,2,,,,,,,5,7,0
5065488,5,,,,,,18,,23,0
5065489,1,,,,,,10,2,13,0
5065490,1,,,,,,10,2,13,0
5065491,1,,,,,,10,2,13,0
5065492,14,,,,,,,24,38,0
5065493,1,,,,,,10,2,13,0
5065494,6,,,,,,4,,10,0
5065496,7,1,,,,,,1,9,0
5065497,11,1,,,,,18,,30,0
5065498,7,1,,,,,,1,9,0
5065499,14,,,,,,15,1,30,0
5065500,24,,,,,,7,,31,0
5065501,24,,,,,,1,,25,0
5065502,14,,,,,,,,14,0
5065503,24,,,,,,27,,51,0
5065504,24,,,,,,13,,37,0
5065505,24,,,,,,23,,47,0
5065506,7,,,,,,44,,51,0
5065507,24,,,,,,35,,59,0
5065508,24,,,,,,23,,47,0
5065510,24,,,,,,27,,51,0
5065513,5,,,,,,15,1,21,0
5065515,3,,,,,,8,1,12,0
5065516,12,,,,,,,25,37,0
5065517,10,,,,,,,6,16,0
5065518,9,,,,,8,,,17,0
5065519,17,,,,,,,1,18,0
5065520,6,,,,,,35,2,43,0
5065521,5,,,,,,23,,28,0
5065526,5,,,,,,23,,28,0
5065528,,,,,,,,19,19,1
5065532,6,,,,,,,,6,0
5065533,6,,,,,,,,6,0
5065534,,,,,,,,21,21,1
5065535,6,,,,,,,,6,0
5065536,6,,,,,,,,6,0
5065537,6,,,,,,,,6,0
5065538,6,,,,,,,,6,0
5065539,,,,,,,,21,21,1
5065540,,,,,,,,5,5,1
5065541,,,,,,,,6,6,1
5065542,3,,,,,,,9,12,0
5065544,11,,,,,,16,,27,0
5065548,13,2,,,,,,,15,0
5065549,1,,,,,,,,1,0
5065550,2,,,,,,,,2,0
5065551,3,,,,,,,,3,0
5065553,9,,,,,,27,1,37,0
5065554,3,,,,,,26,1,30,0
5065556,,,,,,,,29,29,1
5065558,9,,,,,,,1,10,0
5065559,9,,,,,,,1,10,0
5065560,2,,,,,,,,2,0
5065561,2,,,,,,,,2,0
5065562,2,,,,,,,,2,0
5065563,2,,,,,,,,2,0
5065566,8,,,,,,3,1,12,0
5065567,9,,,,,,2,,11,0
5065568,6,,,,,,,4,10,0
5065569,6,,,,,,11,,17,0
5065570,11,,,,,,,9,20,0
5065571,12,,,,,,,9,21,0
5065572,4,,,,,,,1,5,0
5065573,5,,,,,,38,1,44,0
5065574,1,,,,,,,,1,0
5065575,3,,,,,,,9,12,0
5065576,3,,,,,,3,,6,0
5065577,,,,,,,4,,4,0
5065578,3,,,,,,3,,6,0
5065579,11,,,,,,12,,23,0
5065580,1,,,,,,,,1,0
5065581,,,,,,,4,,4,0
5065583,11,,,,,,,13,24,0
5065585,15,,,,,,1,3,19,0
5065586,,,,,,,42,18,60,0
5065587,6,,,,,,,1,7,0
5065588,15,,,,,,6,3,24,0
5065589,14,,,,,,,10,24,0
5065590,15,,,,,,6,3,24,0
5065591,2,,,,,,,1,3,0
5065592,36,1,,,,,3,1,41,0
5065593,15,,,,,,6,3,24,0
5065594,,,,,,,,1,1,1
5065597,,,,,,,,6,6,1
5065598,,,,,,,29,11,40,0
5065599,,,,,,,,6,6,1
5065601,4,,,,,,,,4,0
5065602,4,,,,,,,,4,0
5065603,7,,,,,,27,,34,0
5065605,5,,,,,,,3,8,0
5065606,5,,,,,,,3,8,0
5065607,,,,,,,,8,8,1
5065608,3,,,,,,,,3,0
5065609,7,2,,,,,37,,46,0
5065610,,,,,,,,3,3,1
5065611,7,2,,,,,,,9,0
5065613,,,,,,,,3,3,1
5065614,16,,,,,,,,16,0
5065615,11,,,,,,,1,12,0
5065616,5,,,,,,,1,6,0
5065617,5,,,,,,,,5,0
5065618,2,13,1,,,,30,1,47,0
5065619,23,,,,,,6,10,39,0
5065621,38,,,,,,,,38,0
5065623,29,,,,,,7,2,38,0
5065624,13,,2,1,,,27,,43,0
5065626,,,,,,,,22,22,1
5065628,7,,,,,,,37,44,0
5065629,1,,,,,,,11,12,0
5065630,13,,,,,,,8,21,0
5065631,1,,,,,,,6,7,0
5065632,21,,,,,,,11,32,0
5065633,6,1,,,,,7,,14,0
5065634,6,1,,,,,7,,14,0
5065635,1,,,,,,,5,6,0
5065636,6,1,,,,,7,,14,0
5065637,6,1,,,,,4,,11,0
5065638,5,,,,,,,,5,0
5065639,17,,,,,,,7,24,0
5065640,6,,,,,,,7,13,0
5065641,13,,,,,,,,13,0
5065642,6,,,,,,,7,13,0
5065644,11,,,,,,,16,27,0
5065645,26,1,,,,,,,27,0
5065646,11,,,,,,,16,27,0
5065648,4,,,,,,,1,5,0
5065649,4,,,,,,11,,15,0
5065650,12,1,,,,,15,23,51,0
5065651,24,,,,,,,32,56,0
5065654,7,,,,,,24,,31,0
5065655,7,,,,,,34,,41,0
5065656,,,,,,,2,6,8,0
5065657,8,,,,,,,,8,0
5065658,9,,,,,,,1,10,0
5065659,13,,,,,,,1,14,0
5065660,9,,,,,,,1,10,0
5065661,9,,,,,,,1,10,0
5065663,11,,,,,,,1,12,0
5065664,11,,,,,,,1,12,0
5065665,11,,,,,,,1,12,0
5065667,8,,,,,,,6,14,0
5065668,6,,,,,,26,,32,0
5065669,8,,,,,,,6,14,0
5065670,10,,,,,,2,,12,0
5065672,14,,,,,,8,,22,0
5065673,8,,,,,,3,1,12,0
5065674,5,1,,,,,,1,7,0
5065675,5,1,,,,,,,6,0
5065676,,,,,,,,9,9,1
5065677,,,,,,,,14,14,1
5065678,,,,,,,,9,9,1
5065679,5,,,,,,,4,9,0
5065680,,,,,,,,9,9,1
5065681,5,,,,,,,4,9,0
5065682,,,,,,,,9,9,1
5065683,5,,,,,,,4,9,0
5065685,3,,,,,,,2,5,0
5065686,7,,,,,,,,7,0
5065688,44,,,,,,,1,45,0
5065689,44,,,,,,,1,45,0
5065690,8,1,,,,,,,9,0
5065691,7,,,,,,,4,11,0
5065692,8,1,,,,,,,9,0
5065693,8,1,,,,,,,9,0
5065694,5,,,,,,,11,16,0
5065695,8,1,,,,,,,9,0
5065696,8,1,,,,,,,9,0
5065697,7,,,,,,3,2,12,0
5065698,8,1,,,,,,,9,0
5065699,8,1,,,,,,,9,0
5065700,7,1,,,,,,,8,0
5065702,7,1,,,,,4,1,13,0
5065703,7,1,,,,,11,1,20,0
5065704,7,1,,,,,15,1,24,0
5065705,8,,,,,,,6,14,0
5065707,7,1,,,,,4,1,13,0
5065708,,,,,,,,3,3,1
5065709,12,,,,,,33,,45,0
5065710,25,,,,,,,20,45,0
5065711,10,,,,,,47,,57,0
5065712,10,,,,,,,,10,0
5065714,2,,,,,,,1,3,0
5065715,7,,,,,,,,7,0
5065716,2,,,,,,,1,3,0
5065721,,,,,,,,61,61,1
5065722,,,,,,,,49,49,1
5065723,7,,,,,,32,3,42,0
5065725,,,,,,,,33,33,1
5065727,,,,,,,,51,51,1
5065728,,,,,,,,53,53,1
5065729,2,,,,,,29,,31,0
5065730,,,,,,,,16,16,1
5065731,,,,,,,,16,16,1
5065732,22,,,,,,,,22,0
5065734,8,,,,,,28,,36,0
5065735,7,1,,,,,,,8,0
5065736,6,,,,,,,,6,0
5065737,15,,,,,,,,15,0
5065738,5,,,,,,,2,7,0
5065739,4,,,,,,,,4,0
5065740,5,,,,,,6,1,12,0
5065742,22,6,3,2,,,12,3,48,0
5065743,4,,,,,,27,1,32,0
5065744,27,,,,,,,9,36,0
5065746,22,6,3,2,,,12,3,48,0
5065747,,,,,,,2,43,45,0
5065748,,,,,,,,7,7,1
5065749,11,,,,,,32,1,44,0
5065750,11,,,,,,32,1,44,0
5065751,11,,,,,,28,1,40,0
5065752,11,,,,,,,1,12,0
5065753,4,,,,,,,1,5,0
5065754,1,,,,,,13,,14,0
5065755,2,,,,,,11,1,14,0
5065756,4,,,,,,15,1,20,0
5065757,8,,,,,,36,,44,0
5065758,4,,,,,,19,1,24,0
5065759,12,,,,,,2,,14,0
5065760,14,,,,,,,1,15,0
